Stn Number,Latitude,Longitude,Elevation (m AHD),First Year,Last Year,Number of Years,Stn Name
050022,-33.7,147.4,,1880,1950,71,LAKE COWAL
050023,-32.65,147,,1880,1943,64,MELROSE PLAINS
050024,-32.25,147.1167,213,1890,1954,65,TOTTENHAM (MOIRA VALE)
050025,-33,147.4,412,1891,1952,62,MOUNT DERRIWONG
050026,-32.9167,147.0667,213,1891,1946,56,CONDOBOLIN (MOWALBA TANK)
050027,-33.2,147.4,,1921,1953,33,MULGUTHERIE
050028,-32.9018,147.5224,264,1883,2012,130,TRUNDLE  (MURRUMBOGIE)
050030,-32.8,146.7,,1914,1951,38,PALESTHAN
050031,-32.7235,148.1902,285,1890,2012,123,PEAK HILL POST OFFICE
050033,-32.3333,147.4,244,1906,1977,72,ALBERT (THE MEADOWS)
050034,-32.0154,147.428,190,1882,2012,131,NEVERTIRE (BEVERLEY)
050035,-32.2435,147.3545,236,1923,2012,90,TOTTENHAM POST OFFICE
050036,-32.9233,147.7052,255,1895,2012,118,TRUNDLE (BROOKVIEW ST)
050037,-32.6309,147.5659,239,1914,2012,99,TULLAMORE (OLD  POST OFFICE)
050038,-32.8,146.8,,1898,1988,91,TULLINGA
050039,-32.2167,147.5333,198,1883,2012,130,DANDALOO (TYRIE HOMESTEAD)
050040,-33.6386,146.9739,227,1895,2012,118,UNGARIE POST OFFICE
050041,-33.3833,146.9,260,1905,1942,38,TULLIBIGEAL (WATTLE PARK)
050043,-32.2,147.35,274,1882,1961,80,TOTTENHAM (WOODLANDS 1)
050044,-33.9239,147.2048,255,1895,2002,108,WEST WYALONG POST OFFICE
050045,-33.8486,146.8261,315,1887,2012,126,YALGOGRIN NORTH (ROLOMA)
050046,-32.4909,146.8364,573,1900,1954,55,YELLOW MOUNTAIN
050047,-32.5667,146.75,250,1891,1954,64,TALLEBUNG (VERMONT HILL)
050048,-32.75,147,,1887,1943,57,ROSEWIN (BOONA TANK)
050049,-33.2,147.5,,1877,1942,66,BURRAWANG SOUTH STATION
050052,-33.0664,147.2283,195,1954,2012,59,CONDOBOLIN AG RESEARCH STN
050053,-32.2833,146.7,365.8,1898,1948,51,BOBADAH (AVOCA)
050054,-33.1032,146.847,180,1960,2012,53,CONDOBOLIN (WORRONGORRAH)
050068,-33.6,147.8,,1885,1922,38,MOOBONG
050073,-32.2,146.6,,1879,1932,54,THE OVERFLOW
050074,-32.6,146.9,,1886,1929,44,TINDA TANK
050079,-33.4,147.7,,1886,1925,40,WARROO
050081,-33.6,147,,1879,1933,55,WOLLONGOUGH
050084,-33.7833,146.95,,1879,1916,38,YOUNGARA 1
050087,-32.9,148,,1894,1942,49,ADAVALE
050092,-32.5167,147.7833,,1887,1921,35,WARGE ROCK 1
050103,-33.938,147.1901,262,1974,2011,38,WEST WYALONG AIRPORT
050105,-32.8983,147.7817,252,1968,2012,45,TRUNDLE (HUNTINGDALE)
050108,-32.5724,147.2162,257,1968,2012,45,WILMATHA (WANGANUI)
050110,-32.6358,148.058,242,1961,2012,52,PEAK HILL (WARATAH)
050112,-32.0385,147.1908,188,1969,2010,42,TOTTENHAM (EUAMBELINE)
050113,-32.2752,147.6195,206,1897,2006,110,DANDALOO (SKYE)
050115,-32.857,148.2577,320,1970,2011,42,ALECTOWN (GOONAHRA)
050117,-32.8952,148.2811,341,1970,2012,43,ALECTOWN (BRIDGEWATER)
050119,-32.9368,148.2447,350,1949,2010,62,ALECTOWN (VANVILLA)
050123,-33.9,147.2,,1882,1923,42,WYALONG UPPER 3 RUN
050124,-32.75,148.0667,244,1882,1921,40,PEAK HILL (GENANAGUY)
050125,-32.3108,146.6723,326,1956,2012,57,BOBADAH (PRETTY VIEW)
050128,-32.65,146.9333,280,1872,1908,37,BOBADAH (MELROSE)
050139,-32.5613,148.3353,355,1966,2012,47,TOMINGLEY (GUNDONGS)
050140,-32.0875,146.6136,262,1980,2012,33,NYMAGEE (TRUGANINI)
051000,-30.7,147.4167,140,1940,1973,34,CARINDA (ALLAWAH)
051001,-30.8095,148.2284,158,1884,2006,123,COONAMBLE (NARDOO)
051002,-31.7833,147.6,192,1881,1978,98,BELARINGAR STATION
051003,-31.6,147.4,,1882,1951,70,BOX COWELL
051004,-31.8093,148.1584,219,1883,2011,129,TRANGIE (OLD BUNDEMAR)
051005,-32.0646,148.2353,236,1881,2010,130,NARROMINE (MUMBLE PEG)
051006,-31.3582,147.5868,170,1921,2010,90,WARREN (BUTTABONE)
051007,-30.4631,147.6915,128,1899,2012,114,CARINDA POST OFFICE
051008,-32.4581,148.1491,244,1899,2012,114,WYANGA (BARCOO)
051009,-30.4,148.15,,1886,1956,71,COMBOGOLONG
051010,-30.9753,148.3806,180,1878,2010,133,COONAMBLE COMPARISON
051012,-31.9,148.1,,1908,1949,42,EDITHVILLE
051013,-31.515,147.55,178,1881,1995,115,WARREN (EENAWEENA)
051014,-31.1254,148.0384,177,1908,2008,101,GULARGAMBONE (EMBY)
051015,-30.2,148.15,137,1882,1966,85,WALGETT (EUROKA)
051016,-31.4376,147.2781,172,1952,2012,61,NYNGAN (FAIRVIEW)
051017,-31.7812,146.6398,235,1891,2008,118,HERMIDALE (GILGAI)
051018,-31.7055,148.6625,282,1889,2012,124,GILGANDRA (CHELMSFORD AVE)
051019,-30.3,147.2,122,1877,1955,79,GILGOIN
051020,-31.2506,146.9038,194,1883,2007,125,GIRILAMBONE (AMPOL)
051022,-31.3329,148.4711,230,1886,2012,127,GULARGAMBONE (YALCOGRIN ST)
051023,-31.4333,147,168,1891,1982,92,SUMMERVALE (GUNDAUR)
051024,-31.6833,147.65,192,1902,1969,68,GUNNINGBAR
051025,-31.457,147.8824,186,1878,2011,134,WARREN (HADDON RIG)
051026,-31.5629,146.7181,215,1905,2012,108,HERMIDALE TANK
051028,-31.5167,147.3833,177,1899,1966,68,NYNGAN (KALUGA)
051029,-31.4333,147.4333,174,1885,1966,82,NYNGAN (MERRYANBONE)
051030,-31.6033,146.9437,190,1892,2006,115,MIANDETTA (TYRONE)
051031,-31.6395,147.316,179,1889,2012,124,NYNGAN (CANONBAR)
051032,-31.2,148.7,298.7,1886,1954,69,MOUNT TENANDRA
051033,-31.8576,147.1343,182,1881,2012,132,NYNGAN (MUDALL)
051034,-31.4986,147.6865,192,1882,2012,131,WARREN (MUMBLEBONE)
051035,-32.15,148.1,,1896,1942,47,MUNGERIBAR
051036,-31.6,146.6,,1889,1946,58,MURIEL TANK
051037,-32.2442,148.2447,236,1886,2012,127,NARROMINE (ALAGALAH ST)
051038,-31.835,147.7189,197,1885,2012,128,NEVERTIRE (CLYDE ST)
051039,-31.5495,147.1961,173,1879,2012,134,NYNGAN AIRPORT
051040,-30.65,147.9667,143,1883,1966,84,COONAMBLE (PIER PIER)
051041,-30.6,147.8,140,1877,1959,83,QUABATHOO
051042,-30.9252,147.869,152,1900,2012,113,QUAMBONE STATION
051043,-31.0261,147.7009,162,1921,2007,87,QUAMBONE (OXLEY)
051044,-30.8707,147.7462,140,1886,2010,125,QUAMBONE (SANDY CAMP)
051045,-30.8833,148.85,244,1914,1958,45,TERIDGERIE POST OFFICE
051046,-30.5,147.3,134.1,1898,1967,70,THE GINGHET
051048,-32.0322,147.9826,222,1898,2005,108,TRANGIE POST OFFICE
051049,-31.9861,147.9489,215,1922,2012,91,TRANGIE RESEARCH STATION AWS
051050,-30.8,148.7,,1881,1952,72,URAWILKIE
051051,-31.65,148.45,252,1890,1955,66,GILGANDRA (BERIDA)
051052,-31.165,148.6417,229,1912,1989,78,WARRUMBUNGLE (WALLA WALLA)
051053,-31,148.4333,182.9,1882,1977,96,COONAMBLE (WARRANA)
051054,-31.6976,147.8348,197,1884,2012,129,WARREN (FRAWLEY ST)
051055,-30.3833,147.9667,,1928,1969,42,CARINA (WILGA PARK)
051056,-30.5833,148.3167,122,1879,1977,99,COONAMBLE (WINGADEE)
051057,-30.6998,147.2232,131,1886,2012,127,MARRA CREEK (WOMBOIN)
051058,-30.2,147.5,129.5,1883,1953,71,BREWON
051059,-31.25,148.8,305,1893,1978,86,WARRUMBUNGLE POST OFFICE
051060,-31.7,148.6,,1894,1933,40,BONGEABONG
051061,-31.25,147.2,,1886,1936,51,COLANE
051063,-31.7,147.4,,1890,1933,44,MULLENGUDGERY
051064,-32.1,148.4,,1897,1931,35,WILLOW (BELAH)
051066,-31.9478,148.62,302,1944,2012,69,EUMUNGERIE POST OFFICE
051068,-31.3799,148.2644,215,1961,2011,51,GULARGAMBONE (THE MAZE)
051070,-31.1,148.7,,1874,1921,48,CALGA
051071,-31.6,147.3,,1880,1924,45,CANNONBAR
051072,-31.0228,147.9026,160,1892,2009,118,QUAMBONE (CARWELL)
051077,-30.9,147.9,,1882,1920,39,COONIMBIA
051085,-31.8569,147.6554,200,1930,2012,83,NEVERTIRE (HEATHERBRAE)
051088,-31.263,148.8666,365,1886,2010,125,WARRUMBUNGLE (CHEDDINGTON)
051092,-31.3,147.3,,1885,1924,40,MOONAGEE
051094,-30.9,148.6,,1881,1925,45,NEBA COONAMBLE
051099,-30.5,148.5,,1899,1932,34,WAIMEA
051101,-30.3,147.9,,1881,1937,57,WILGAR DOWNS
051109,-31.2667,148.55,,1885,1921,37,MERIGAL
051110,-30.9167,148.1333,167.6,1880,1920,41,NELGOWRIE
051114,-31.6,147.4167,,1891,1937,47,LOHN (WARRIGAL)
051118,-31.7802,147.1207,180,1966,2012,47,NYNGAN (THE PLAINS)
051119,-31.9413,147.4816,195,1966,2009,44,NEVERTIRE (THE OAKS)
051121,-30.7669,148.7424,198,1966,2012,47,COONAMBLE (MYALL DOWNS)
051122,-31.5558,148.5981,260,1968,2012,45,CURBAN (ERCILDOUNE)
051129,-30.95,147.0667,146.3,1882,1917,36,WILLEROON
051133,-31.2294,148.8861,400,1958,2012,55,WARRUMBUNGLE (MIAGUNYAH)
051137,-31.5333,146.6167,222.5,1884,1921,38,BUDGERY
052000,-29.2451,148.8518,159,1937,2010,74,MUNGINDI (WILGABAH)
052001,-30.1019,148.9651,164,1908,2012,105,BURREN JUNCTION (HASTINGS STREET)
052002,-29.6514,148.9333,150,1901,1990,90,ROWENA (IFFLEY)
052003,-29.9576,148.4689,140,1935,2011,77,CRYON (KOOTHNEY)
052004,-28.7245,149.5757,183,1908,2012,105,BOOMI (BARWON ST)
052005,-29.75,148.8,41.5,1899,1951,53,BRANXTON 2
052008,-29.7975,149.1961,168,1886,2011,126,ROWENA (BUNNA BUNNA)
052009,-29.8,149.1,,1918,1954,37,BUNNA BUNNA WOOLSHED
052010,-29.253,149.1207,160,1913,2009,97,WEEMELAH (CRINOLYN)
052011,-30.2,149.1,172,1884,1970,87,CUBBAROO
052013,-29.5833,148.6833,145,1917,1981,65,POKATAROO (DURHAMBONE)
052015,-30.2167,148.3333,143,1877,1954,78,WALGETT (GOANGRA)
052016,-30.6088,148.972,211,1928,2012,85,GWABEGAR POST OFFICE
052017,-29.0802,149.5056,174,1903,2011,109,GARAH (BENGERANG)
052018,-29.8,148.35,,1886,1953,68,MERCADOOL
052019,-29.3541,148.6895,149,1883,2011,129,MOGIL MOGIL (BENIMORA)
052020,-28.9786,148.9899,160,1887,2012,126,MUNGINDI POST OFFICE
052021,-29.8452,149.0048,155,1902,2011,110,ROWENA (BUNGARA)
052022,-29.6667,148.8167,149,1886,1975,90,MERRYWINBONE (OREEL)
052023,-30.3515,148.8843,162,1883,2012,130,PILLIGA POST OFFICE
052025,-29.7,148.5,152.4,1902,1954,53,THE WILGAS
052026,-30.0236,148.1218,133,1878,2012,135,WALGETT COUNCIL DEPOT
052027,-30.1,148.3,140.2,1885,1970,86,WALMA
052028,-29.7503,148.9425,155,1898,1990,93,ROWENA (WAROONGA)
052029,-29.015,149.255,165,1939,1992,54,WEEMELAH BALARANG STREET
052030,-29.8833,148.8,146.9,1924,1973,50,OLD BURREN (WINDELLA)
052031,-29.1167,149.0167,152,1913,1977,65,MUNGINDI (WONGWIE)
052032,-29.7,149.1,,1901,1948,48,YARRAL YARRAL
052033,-30.4026,148.8389,162,1898,2012,115,PILLIGA (NIRVANA)
052037,-29.7,149,,1898,1929,32,BRONTE 2
052038,-30.3653,148.485,150,1892,2012,121,COME BY CHANCE STORE
052043,-28.9167,149.2333,,1886,1918,33,BOOREEGAMMA
052049,-29.55,149.2667,,1886,1920,35,DERRA
052066,-30.1962,148.7567,168,1966,2007,42,BURREN JUNCTION (WATERFORD)
052067,-29.8136,148.9104,155,1968,2012,45,ROWENA POST OFFICE
052074,-30.3471,149.023,165,1977,2012,36,PILLIGA (LOWANA)
052076,-30.3833,148.5,120,1898,1935,38,COME BY CHANCE (OAKLEIGH)
053001,-30.948,149.0663,300,1881,2012,132,BARADINE POST OFFICE
053002,-30.9469,149.0654,302,1944,2012,69,BARADINE FORESTRY
053003,-29.9182,149.7919,229,1912,2012,101,BELLATA POST OFFICE
053004,-28.6024,150.3604,222,1893,2010,118,BOGGABILLA POST OFFICE
053005,-30.0667,149.4333,,1879,1971,93,BOOLCARROL
053007,-30.9833,148.8667,274.3,1911,1961,51,BARADINE (CALEDONIA)
053008,-30.1,149.9,,1910,1949,40,CRAIGDON
053009,-29.9,149.7,,1890,1948,59,DOBIKIN
053010,-30,150,241.1,1886,1949,64,EDGEROI
053011,-29.0745,149.6347,181,1906,2012,107,GARAH POST OFFICE
053012,-29,149.7,,1916,1968,53,GARRAH (WIRRINGULLA)
053014,-29.74,149.8,181.3,1894,1977,84,GURLEY (GLENROY)
053016,-30.45,149.7,,1919,1956,38,JACKS CREEK 2 FORESTRY
053018,-28.9917,150.017,222,1914,2012,99,CROPPA CREEK (KRUI PLAINS)
053019,-30,149.5,,1907,1957,51,MASCOTTE STATION
053020,-29.3,149.7667,192,1906,1978,73,ASHLEY (MIDKIN)
053022,-30.2083,149.5967,201,1923,1990,68,WEE WAA AG. RES. STN.
053024,-28.8,150.4,,1904,1940,37,MOBINBRY
053026,-30.2552,149.6789,209,1926,2012,87,NARRABRI (MOLLEE)
053027,-29.5,149.9,207.3,1879,1965,87,MOREE POST OFFICE
053028,-28.9267,150.6042,269,1900,1951,52,MYALL DOWNS
053029,-29.4167,150.2333,,1902,1965,64,MILGUY (MYEE)
053030,-30.3401,149.7552,212,1879,2012,134,NARRABRI WEST POST OFFICE
053031,-28.7,150.35,,1908,1952,45,OAKHURST 2
053032,-29.8,149.5,,1918,1953,36,ORLANDO
053033,-29.4747,150.1359,230,1913,2012,100,PALLAMALLAWA POST OFFICE
053034,-30.1187,149.3232,168,1890,2012,123,WEE WAA (PENDENNIS)
053035,-29.8401,149.3207,180,1902,2012,111,BELLATA (ABERFELDIE)
053036,-31.0667,149.5833,457,1926,1980,55,ROCKY GLEN (RAYAK)
053037,-29.6,150.1,,1914,1953,40,BINIGUY (SPRINGFIELD)
053038,-29.25,149.5333,180,1912,1977,66,MOREE (TALMOI)
053039,-29.8,150.2,356.6,1901,1953,53,TERRY HIE HIE
053040,-29.048,149.9384,205,1928,2011,84,ASHLEY (THE PRAIRIES)
053041,-28.8695,150.0894,218,1882,2012,131,TULLOONA (COOLANGA)
053042,-28.9012,149.5401,168,1936,2012,77,GARAH (ULINGA)
053043,-31.0667,149.025,370,1911,1991,81,BUGALDIE (ULUNDI)
053044,-30.2257,149.4452,190,1884,2012,129,WEE WAA (GEORGE ST)
053045,-30.3,149.5,203,1901,1943,43,WILUNA
053047,-28.9293,150.3915,265,1960,2007,48,NORTH STAR POST OFFICE
053048,-29.4819,149.8383,212.1,1960,1998,39,MOREE COMPARISON
053051,-30.733,149.933,,1897,1929,33,CURRACABAH
053052,-30,149.3,,1890,1945,56,DOREEN
053053,-29.45,149.3,,1880,1926,47,GOONAL
053055,-29.8,149.5833,,1885,1936,52,MILLIE
053057,-29.5,150.1,,1895,1933,39,PALLAMALLAWA 2
053060,-29.1333,149.7333,182.9,1889,1929,41,GARAH (WELBON)
053070,-29.6202,149.377,173,1967,2011,45,MOREE (MALLOWA (NARBA))
053073,-30.7632,149.0008,250,1967,2012,46,KENEBRI (ELLERSLIE)
053075,-30.8838,148.8098,236,1966,2012,47,BARADINE (WOODVILLE)
053076,-28.9477,150.2555,240,1966,2012,47,NORTH STAR (BONANZA)
053077,-28.7437,149.8225,197,1966,2005,40,BOOMI (KURRAJONG)
053078,-28.7167,150.5667,221,1899,1972,74,BOGGABILLA (BOONAL)
053081,-30.8043,149.1246,275,1966,2012,47,KENEBRI (CUMBIL)
053082,-30.7973,149.5526,320,1966,2002,37,COONABARABRAN (YAMBORAH)
053085,-28.9665,149.6721,184,1967,2011,45,GARAH (DELVIN)
053091,-29.3333,149.6,,1898,1973,76,MOREE (BULLERANA)
053092,-31.1,149,,1878,1930,53,GOORIANAWAH
053093,-30.8,148.85,,1886,1955,70,DINBY
053094,-30.3483,149.1333,174,1971,2012,42,CUTTABRI (ATHLONE)
053095,-29.0277,150.4419,330,1972,2012,41,NORTH STAR (WOLONGA)
053104,-28.8333,149.7833,,1892,1923,32,GARAH (MOORELANDS)
054000,-30.0478,150.9392,740,1926,2012,87,BUNDARRA (ARALUEN)
054001,-29.7,151.1,,1907,1951,45,ARRAWATTA (INVERELL)
054002,-29.3196,151.0916,440,1901,2007,107,ASHFORD (SUNHAVEN HOSTEL)
054003,-30.3781,150.6096,500,1881,2012,132,BARRABA POST OFFICE
054004,-29.8673,150.5715,296,1878,2012,135,BINGARA POST OFFICE
054005,-30.075,150.6427,670,1908,2012,105,UPPER BINGARA (EMOHTA)
054006,-30.2667,150.9167,850,1922,1971,50,BUNDARRA (VALLEY VIEW)
054007,-29.0484,151.2766,310,1884,2011,128,BONSHAW (CAMPBELL ST)
054010,-30.0333,150.3667,350,1911,1976,66,CARODA POST OFFICE
054011,-30.2333,150.5833,567,1898,1981,84,COBBADAH POST OFFICE
054012,-29.2543,150.7496,370,1901,2012,112,COOLATAI (ORANA)
054013,-29.654,150.8291,602,1924,2012,89,DELUNGRA POST OFFICE
054014,-29.9198,150.3744,315,1899,2006,108,BINGARA (DERRA DERRA)
054016,-29.4408,150.7858,560,1889,2012,124,DELUNGRA (CRAIGMORE)
054017,-29.5836,150.3362,280,1885,2012,128,GRAVESEND POST OFFICE
054018,-29.55,151.1,,1923,1955,33,HARTLEY
054019,-29.9167,150.4167,380,1930,1974,45,BINGARA (LUCUNDA)
054020,-30.4,150.4,,1888,1962,75,MAY VALE
054021,-30.3209,150.2734,869,1886,2010,125,BARRABA (MOUNT LINDSAY)
054023,-30.2948,150.8103,563,1908,2011,104,BARRABA (NERANGHI)
054024,-30.4291,150.5298,590,1966,2012,47,BARRABA (LOG CABIN)
054026,-29.9,150.4,350.5,1885,1949,65,PALLAL
054027,-29.5581,150.8871,597,1918,2011,94,DELUNGRA (PEARSBY HALL)
054028,-29.9573,150.9157,622,1951,2010,60,COPETON (CARINYA)
054029,-29.5416,150.5754,320,1878,2012,135,WARIALDA POST OFFICE
054031,-29.4,150.9833,489.8,1908,1972,65,GRAMAN (WILLOWIE)
054032,-29.2017,150.6077,425,1903,2011,109,COOLATAI (WILLUNGA)
054033,-29.1,150.5,353.6,1879,1956,78,YALLAROI
054035,-28.8973,150.7722,250,1884,2009,126,YETMAN (WARIALDA STREET)
054036,-29.2443,150.8923,440,1883,2012,130,WALLANGRA (WALLANGRA STATION)
054039,-29.9943,150.7812,333,1885,2012,128,BINGARA (KEERA)
054040,-29.6872,150.62,510,1958,1999,42,KOLOONA (ALKIRA)
054043,-29.357,151.1432,430,1946,2011,66,ASHFORD (BEAUMONT)
054044,-29.2975,151.1478,430,1959,2008,50,ASHFORD (TARRANGOWER)
054045,-29.3411,151.2894,578,1958,2011,54,ASHFORD (SPRINGVALE)
054046,-29.3992,151.4107,750,1959,2012,54,ASHFORD (BURRABOGIE)
054048,-29.36,150.9181,480,1958,1994,37,GRAMAN (MANEROO)
054049,-29.405,150.9012,590,1925,2012,88,GRAMAN (ULUPNA)
054057,-29.52,150.963,635,1958,2011,54,CHERRY TREE HILL (KULKI)
054063,-29.4989,151.3015,680,1955,2005,51,NULLAMANNA (SEVERN VALE)
054065,-29.605,151.267,700,1958,2012,55,NULLAMANNA (SILVERDALE)
054069,-29.5998,151.1562,628,1958,2012,55,DINTON VALE (BERRILEE)
054073,-29.6448,151.2362,653,1958,2012,55,NULLAMANNA (BELMORE)
054074,-29.6627,151.0408,655,1958,2012,55,OAKWOOD (BENARA)
054077,-29.6871,151.0707,590,1958,2012,55,INVERELL (GLENDOWNE)
054078,-29.6754,151.1527,645,1958,2012,55,INVERELL (WANDERA)
054082,-29.6382,151.4055,935,1958,2012,55,KINGS PLAINS (CROYE)
054085,-29.5833,151.0333,649.2,1889,1925,37,BANNOCKBURN
054088,-29.5667,150.7667,,1877,1940,64,GRAGIN
054089,-29.6,150.8,,1878,1924,47,GUNNEE
054095,-30.3,149.9,,1881,1921,41,TARRIARO
054102,-30.3735,150.6723,620,1964,2012,49,BARRABA (ROSEVALE)
054104,-29.3899,151.2448,462,1971,2012,42,PINDARI DAM
054105,-30.3354,150.9338,880,1965,2012,48,BUNDARRA (GRANITE HEIGHTS)
054106,-30.0617,150.7589,372,1936,2009,74,BINGARA (CROMARTY)
054107,-30.0897,150.9153,565,1965,1997,33,BUNDARRA (WONGABURRA)
054113,-30.1432,150.9639,731,1965,2011,47,BUNDARRA (ROSS)
054114,-30.0977,151.0089,645,1965,2012,48,BUNDARRA (BEVERLEY)
054116,-30.303,150.6935,715,1965,2012,48,BARRABA (TREBORANE)
054117,-30.2244,150.723,646,1965,2012,48,COBBADAH (ROCKY GLEN)
054119,-30.3614,150.467,610,1966,1996,31,BARRABA (CAMPO SANTO)
054120,-30.3222,149.782,213,1870,2012,143,NARRABRI BOWLING CLUB
054122,-29.3447,150.5768,375,1966,2012,47,WARIALDA (CROPPA)
054123,-29.82,150.3876,290,1967,2005,39,BINGARA (DERRALEA)
054124,-29.2743,150.2658,287,1967,2012,46,CROOBLE STATION
054125,-30.1312,150.1462,462,1967,2012,46,CARODA (ROSEBERRY PARK)
054127,-30.207,149.9839,370,1966,2009,44,NARRABRI (WOODLANDS)
054128,-29.8866,150.8951,660,1969,2012,44,COPETON DAM
054129,-29.2071,150.3695,320,1969,2012,44,CROPPA CREEK (RAWDON)
054130,-29.1259,150.3039,277,1969,2011,43,CROPPA CREEK (BELFORD STREET)
054138,-30.156,150.3889,392,1974,2011,38,UPPER HORTON (DUNBEACON)
054153,-30.1186,150.13,488,1954,2011,58,CARODA (PALEROO)
055000,-30.9113,150.8579,369,1903,2012,110,ATTUNGA (GARTHOWEN)
055002,-31.2342,149.8345,382,1883,2012,130,MULLALEY (BANDO)
055003,-30.9703,150.7355,348,1882,2012,131,SOMERTON (BECTIVE ESTATE)
055004,-30.8833,151.1546,819,1879,2011,133,BENDEMEER (CAROLINE ST)
055005,-31.65,150.2,,1915,1956,42,BLACK CREEK
055006,-31.6405,150.2356,410,1879,2012,134,BLACKVILLE POST OFFICE
055007,-30.7056,150.0458,245,1884,2012,129,BOGGABRI POST OFFICE
055008,-31.2475,150.4632,296,1883,2012,130,BREEZA (MAIN STREET)
055009,-31.6,150.4,,1924,1958,35,BROWN RIDGE
055010,-31.5,150.7,,1892,1953,62,CASTLE MOUNTAIN
055011,-30.9094,150.6614,380,1936,2001,66,SOMERTON (GIRRAWEENA)
055013,-30.7,150.8,,1888,1953,66,CUERINDI
055014,-31.117,150.2681,273,1904,2012,109,CURLEWIS POST OFFICE
055015,-31.3,150.7,,1895,1953,59,CURRABUBULA
055016,-30.9963,151.2292,655,1945,2012,68,DANGLEMAH (RUTHERGLEN)
055017,-31.5711,149.7762,552,1887,2012,126,PREMER (EDEN MOOR)
055018,-31.1711,149.6456,375,1884,2012,129,MULLALEY (GARRAWILLA)
055019,-31.4833,150.8333,490,1900,1988,89,WALLABADAH (GASPARD)
055020,-30.8333,149.9167,271,1869,1975,107,BOGGABRI (GHOOLENDAADI)
055021,-31.0167,149.7333,381,1877,1980,104,MULLALEY (GOOLHI)
055023,-30.9841,150.254,285,1876,2012,137,GUNNEDAH POOL
055024,-31.0261,150.2687,307,1948,2012,65,GUNNEDAH RESOURCE CENTRE
055025,-31.7928,150.673,495,1915,2010,96,WILLOW TREE (HIGHLANDS)
055026,-31.8,150.6,,1916,1954,39,WILLOW TREE (YARRABAH)
055027,-31.7,150.5,,1922,1965,44,WILLOW TREE (JACKS CREEK NO3)
055028,-31.55,150.35,365.8,1886,1972,87,KICKERBELL
055029,-31.2667,150.1,300,1950,1984,35,CURLEWIS (LIGNUM)
055030,-31.0333,151.15,476,1917,1986,70,LIMBRI POST OFFICE
055031,-30.7477,150.7196,373,1883,2012,130,MANILLA POST OFFICE
055033,-30.6167,150.25,350,1934,1986,53,BOGGABRI (MAYFIELD)
055034,-30.7451,150.0548,290,1887,2011,125,BOGGABRI (MILCHENGOWRIE)
055035,-31.8,150.5167,445,1892,1970,79,MILLERS CREEK
055036,-31.4135,150.4234,312,1925,2007,83,CAROONA (WEST MOOKI)
055037,-31.5077,150.3986,335,1886,2012,127,PINE RIDGE (MOOKI SPRINGS)
055038,-31.0976,149.9114,305,1899,2012,114,MULLALEY POST OFFICE
055039,-31.3946,150.2488,314,1922,2012,91,SPRING RIDGE
055040,-31,150.1,,1895,1950,56,NORMANSTONE WELL
055041,-31.4605,151.1275,595,1890,2012,123,NUNDLE POST OFFICE
055043,-31.7118,150.4135,405,1932,2011,80,WILLOW TREE  (PARRAWEENA)
055044,-30.7044,150.2767,302,1899,2012,114,BOGGABRI (RETREAT)
055045,-31.1791,150.0312,353,1903,2011,109,CURLEWIS (PINE CLIFF)
055046,-31.5294,150.4356,340,1921,2012,92,PINE RIDGE (BILLABONG)
055047,-31.285,151.305,905,1908,1978,71,NIANGALA (PRESTWICK)
055048,-31.4167,150.6667,366,1900,1975,76,QUIPOLLY CREEK POST OFFICE
055049,-31.5086,150.6792,390,1882,2012,131,QUIRINDI POST OFFICE
055050,-30.9389,150.6389,323,1903,1996,94,SOMERTON POST OFFICE
055051,-31.3,150.5,299.6,1900,1968,69,SUNNYSIDE FARM
055053,-31.346,149.8285,457,1901,2012,112,TAMBAR SPRINGS POST OFFICE
055054,-31.0867,150.8467,404,1876,1993,118,TAMWORTH AIRPORT
055055,-30.9604,150.4601,290,1891,2008,118,CARROLL (THE RANCH)
055056,-31.7273,150.5126,375,1945,2011,67,WILLOW TREE (GREEN HILLS)
055057,-31.7731,150.2856,465,1881,2012,132,WILLOW TREE (VALAIS)
055058,-30.4445,149.939,223,1910,2011,102,TURRAWAN (WALLAH)
055059,-31.1833,150.1,359.7,1897,1971,75,CURLEWIS (WANDOBAH)
055060,-31.65,150.6667,396.2,1915,1989,75,WILLOW TREE (WARRAH)
055061,-31.75,150.25,460,1885,1976,92,BLACKVILLE (WELTON DALE)
055062,-31.349,150.648,389,1889,2012,124,WERRIS CREEK POST OFFICE
055063,-31.6483,150.7267,425,1938,2008,71,WILLOW TREE (GENERAL STORE)
055064,-31.6001,150.3811,350,1915,2012,98,PINE RIDGE (WINDY)
055065,-31.166,150.5441,302,1914,2012,99,BREEZA (THE PARK)
055066,-31.6218,150.8437,640,1892,2012,121,WALLABADAH (WOODTON)
055067,-31.299,150.9083,442,1873,2010,138,GOONOO GOONOO STATION
055068,-30.5,150.5,499.6,1898,1954,57,BURINDI
055069,-31.4494,150.0247,415,1925,2012,88,YANNERGEE (DOBROYD)
055071,-31.4568,149.9001,375,1882,2012,131,PREMER POST OFFICE
055074,-31.2,150.8,,1906,1955,50,DURI
055076,-30.5121,150.2119,320,1899,2012,114,BOGGABRI (KANOWNDA)
055077,-31.8,150.7,,1889,1924,36,FERNLEIGH (ST.HELENA)
055078,-31.4149,151.0896,590,1953,2012,60,NUNDLE (BENONI)
